,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.898842525482178,0.10674684081131616,0.004792213439941406,0.0006209326163726731,0.8,0.0,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.8833333333333333,0.8666666666666667,0.8875,0.8625,0.8958333333333334,0.8791666666666667,0.012638125740085902,608
1,2.8898942470550537,0.08227580093527126,0.005122089385986328,0.0005871525900692912,0.8,0.0,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.8708333333333333,0.8708333333333333,0.8833333333333333,0.8666666666666667,0.9041666666666667,0.8791666666666667,0.013693063937629145,608
2,1.4700128555297851,1.1821317625105825,0.004507732391357422,0.0007095986510863386,0.8,0.0,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.8791666666666667,0.8625,0.8875,0.8666666666666667,0.8916666666666667,0.8775000000000001,0.011365151414154867,854
3,1.3589227676391602,0.037354535583201696,0.007324647903442383,0.0025492077204788415,0.8,0.0,0.01,3,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.8875,0.8416666666666667,0.8958333333333334,0.8625,0.9041666666666667,0.8783333333333333,0.02303379160180875,729
4,1.3288336277008057,0.023998016031255117,0.00842890739440918,0.0038245983752854267,0.8,0.0,0.01,3,200,0.9,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.9}",0.8791666666666667,0.85,0.8875,0.8666666666666667,0.9,0.8766666666666666,0.017199806200458582,1019
5,2.180111217498779,0.503287181032931,0.020116662979125975,0.008331798263507805,0.8,0.0,0.01,3,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.8708333333333333,0.8583333333333333,0.8833333333333333,0.8666666666666667,0.9,0.8758333333333332,0.01452966314513559,1089
6,4.287432384490967,0.1766268645926976,0.02281322479248047,0.004590547666904088,0.8,0.0,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.8916666666666667,0.8541666666666666,0.9,0.875,0.9041666666666667,0.885,0.018371173070873856,95
7,4.395945978164673,0.032792800858271916,0.022609949111938477,0.0029978651224363637,0.8,0.0,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.8916666666666667,0.8625,0.8875,0.8791666666666667,0.9041666666666667,0.885,0.01384437310486345,95
8,4.023271989822388,0.020542948498915095,0.021345186233520507,0.0030329010896469667,0.8,0.0,0.01,3,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0}",0.8875,0.8583333333333333,0.8833333333333333,0.8666666666666667,0.9083333333333333,0.8808333333333334,0.017400510848184253,321
9,2.478806161880493,0.03729531839105519,0.017899274826049805,0.0019794990116190924,0.8,0.0,0.01,5,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.9041666666666667,0.875,0.875,0.8916666666666667,0.8833333333333333,0.8858333333333335,0.011055415967851341,57
10,2.535312032699585,0.06786668883362464,0.019927406311035158,0.004296180860438152,0.8,0.0,0.01,5,100,0.9,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.9}",0.9041666666666667,0.875,0.8875,0.9083333333333333,0.8916666666666667,0.8933333333333333,0.011960583412006105,1
11,2.6038640975952148,0.10330718969213312,0.030410289764404297,0.008709344779926707,0.8,0.0,0.01,5,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.9041666666666667,0.8666666666666667,0.8833333333333333,0.8916666666666667,0.9041666666666667,0.89,0.0140929454377398,7
12,5.627676248550415,0.2419642887542874,0.015659046173095704,0.009760263829150642,0.8,0.0,0.01,5,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.9083333333333333,0.8666666666666667,0.875,0.8916666666666667,0.8833333333333333,0.885,0.014337208778404375,95
13,4.947456789016724,0.13469770076788165,0.008138513565063477,0.00124309051594481,0.8,0.0,0.01,5,200,0.9,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.9}",0.9041666666666667,0.8666666666666667,0.8791666666666667,0.8916666666666667,0.8916666666666667,0.8866666666666667,0.012747548783981965,35
